"","id","values","ID","Functional","Treatmentb","STREETNAME","PlanActivi","From1","BeginningS","EndingStat","PavementWi","Length","To1","NPR","OCI","ExtendedCo","Route_ID","Inspection"
"0","0",5,"116","RT - Residential Local","PM","CLEVELAND ST","(PM) Pavement Patching","CENTRAL ST",0,496,26.5,496,"HARVARD ST",53.29,56.8,29135.78,116,"2012/09/28"
"1","1",9,"123","CO - Collector","PM","CONCORD AVE","(PM) Pavement Patching","PROSPECT ST",0,1049,26.5,1049,"SPRINGFIELD ST",68.49,49.9,61619.96,123,"2012/10/16"
"2","2",6,"378","RT - Residential Local","BR","MEACHAM RD","(BR) Recon/Reclaim Local w/ramps","CAMBRIDGE TOWNLINE",0,1076,26.5,1076,"DOVER ST",64.42,20.62,477609.17,378,"2014/11/25"
"3","3",8,"381.1","CO - Collector","SI","MEDFORD ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","SOUTH ST",535,1626,33,1091,"SOMERVILLE AVE",71.78,39.22,392992.42,381,"2012/10/18"
"4","4",6,"408.1","CO - Collector","PM","MOUNT VERNON ST","(PM) Pavement Patching","PEARL ST",1089,1744,26.5,655,"WASHINTON ST",66.26,52.14,38475.77,408,"2012/10/05"
"5","5",5,"41.15","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","PROPERZI WAY (S)",2551,3547,42.5,996,"135' S OF KENT ST",76.42,36.64,462055.14,41,"2012/11/05"
"6","6",7,"191","RT - Residential Local","DN","ESSEX ST","Do Nothing","RICHDALE ST",0,281,25.5,281,"MEDFORD ST",40.2,99.34,0,191,"2012/06/26"
"7","7",3,"198","RE - Residential Dead End","DN","FAIRLEE ST","Do Nothing","CHERRY ST",0,167,19.5,167,"DEAD END",27.8,97.16,0,198,"2014/10/27"
"8","8",1,"255","RT - Residential Local","DN","HAMMOND ST","Do Nothing","CONCORD AVE",0,315,26.5,315,"DICKENSON ST",40.1,99.69,0,255,"2012/09/25"
"9","9",7,"26","RT - Residential Local","DN","ASSEMBLY SQ DR","Do Nothing","FELLSWAY WEST",0,4536,62,4536,"MYSTIC AVE",41.71,94.43,0,26,"2012/11/03"
"10","10",8,"289","RT - Residential Local","PM","HOLYOKE RD","(PM) Pavement Patching","ELM ST (E)",0,696,26.5,696,"ELM ST (W)",55.53,49.52,40884.13,289,"2014/10/24"
"11","11",7,"293","RT - Residential Local","RM","HOUGHTON ST","(RM) Crack Seal","CAMBRIDGE TOWNLINE",0,699,27.5,699,"SPRINGFIELD ST",45.6,81.8,3225.1,293,"2012/09/25"
"12","12",6,"329","RE - Residential Dead End","PM","LANDERS ST","(PM) Pavement Patching","SCHOOL ST",0,244,27,244,"DEAD END",40.17,56.94,14603.4,329,"2012/10/27"
"13","13",5,"335","RT - Residential Local","PM","LEE ST","(PM) Pavement Patching","RICHDALE AVE",0,438,26,438,"MEDFORD ST",53.34,56.64,25243.33,335,"2012/09/27"
"14","14",7,"164","RT - Residential Local","PM","DIMICK ST","(PM) Pavement Patching","CONCORD AVE",0,989,27,989,"CALVIN ST",52.28,60.08,59191.65,164,"2012/09/25"
"15","15",5,"173","RE - Residential Dead End","RM","EARLE ST","(RM) Crack Seal","SOUTH ST",0,267,26,299,"NORTHERLY",37,67.25,1304.31,173,"2012/11/03"
"16","16",4,"105","RT - Residential Local","SI","CHARNWOOD RD","(SI) 2"" Mill & Overlay Local w/ramps","WILLOW AVE",0,634,26,634,"HANCOCK ST",57.96,41.64,151689.8,105,"2014/10/24"
"17","17",2,"110","RT - Residential Local","RM","CHESTNUT ST","(RM) Crack Seal","POPLAR ST",0,894,40,894,"FITCHBURG ST",43.91,87.28,5999.73,110,"2012/09/19"
"18","18",10,"364","RT - Residential Local","DN","MADISON ST","Do Nothing","SCHOOL ST",0,935,26,935,"SYCAMORE ST",41.81,94.13,0,364,"2012/09/27"
"19","19",5,"370","RT - Residential Local","RM","MANSFIELD ST","(RM) Crack Seal","SOMERVILLE AVE",0,837,26.5,837,"WASHINGTON ST",44.6,85.04,3721.4,370,"2012/09/13"
"20","20",5,"398","RT - Residential Local","RM","MORELAND ST","(RM) Crack Seal","MAIN ST",0,1555,26.5,1555,"MYSTIC AVE",45.88,80.9,6913.7,398,"2012/09/20"
"21","21",5,"403","RT - Residential Local","RM","MORTON ST","(RM) Crack Seal","KNOWLTON ST",0,326,26.5,326,"GLEN ST",47.46,75.76,1449.43,403,"2012/09/20"
"22","22",8,"185.1","CO - Collector","PM","ELM ST","(PM) Pavement Patching","RUSSELL ST",3788,4779,38,991,"DAY ST",61.75,66.81,83475.19,185,"2014/11/25"
"23","23",1,"220.1","CO - Collector","RM","FRANKLIN ST","(RM) Crack Seal","PEARL ST",1080,2336,25.5,1256,"WASHINGTON ST",59.05,75.6,5373.59,220,"2012/10/05"
"24","24",2,"242","RT - Residential Local","SI","GRANITE ST","(SI) 2"" Mill & Overlay Local w/ramps","SOMERVILLE AVE",0,466,26.5,466,"OSGOOD ST",57.65,42.64,113638.15,242,"2012/08/30"
"25","25",3,"25","RT - Residential Local","PM","ASHLAND ST","(PM) Pavement Patching","SUMMER ST",0,521,20,521,"SARTWELL AVE",55.78,48.72,23097.71,25,"2014/10/27"
"26","26",1,"277.04","CO - Collector","PM","HIGHLAND AVE","(PM) Pavement Patching","CHERRY ST",6693,8371,39.5,1678,"ELLINGTON RD",67.94,49.2,146922.97,277,"2012/11/05"
"27","27",1,"280","RT - Residential Local","PM","HILL ST","(PM) Pavement Patching","BROADWAY (E)",0,338,26.5,338,"FAIRMOUNT AVE",54.89,51.6,19854.64,280,"2014/11/18"
"28","28",7,"315.1","RT - Residential Local","DN","JOSEPHINE AVE","Do Nothing","KIDDER AVE",793,1781,30,988,"BROADWAY (E)",41.62,94.73,0,315,"2014/10/24"
"29","29",7,"321.1","CO - Collector","RM","KIDDER AVE","(RM) Crack Seal","WILLOW AVE",1422,2608,26,1186,"BOSTON AVE (S)",56.65,83.4,5173.59,321,"2014/11/18"
"30","30",1,"153.1","CO - Collector","PM","DANE ST","(PM) Pavement Patching","120' S OF VILLAGE ST",700,1408,27,708,"WASHINGTON ST",62.71,63.69,42373.8,153,"2012/10/02"
"31","31",10,"16","RT - Residential Local","RM","ALLEN ST","(RM) Crack Seal","SOMERVILLE AVE",0,667,15,667,"CHARLESTOWN ST",45.48,82.2,1678.62,16,"2012/09/13"
"32","32",4,"1001.12","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","WALLACE ST",4233,5328,48,1095,"C0LLEGE AVE",69.92,42.76,573721.6,1001,"2014/11/26"
"33","33",5,"1001.5","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","205' E OF MEDFORD ST",9057,9782,59.5,725,"GLENWOOD RD",70.57,40.64,470870.21,1001,"2012/10/19"
"34","34",10,"385","RT - Residential Local","RM","MERRIAM ST","(RM) Crack Seal","CHARLESTOWN ST",0,978,24,978,"WASHINGTON ST",45.03,83.65,3938.08,385,"2012/09/13"
"35","35",5,"391","RT - Residential Local","PM","MINNESOTA AVE","(PM) Pavement Patching","BROADWAY (W)",0,572,25,572,"PENNSYLVANIA AVE",50.94,64.46,31698.36,391,"2012/09/20"
"36","36",9,"423","RT - Residential Local","SI","NEW WASHINGTON ST","(SI) 2"" Mill & Overlay Local w/ramps","INNER BELT RD",0,1744,45,1744,"WASHINGTON ST",61.29,30.82,722190.4,423,"2012/11/03"
"37","37",6,"210","RT - Residential Local","SI","FLORENCE ST","(SI) 2"" Mill & Overlay Local w/ramps","WASHINGTON ST",0,910,26.5,910,"PEARL ST",57.28,43.84,221911.22,210,"2012/09/13"
"38","38",4,"215","RT - Residential Local","DN","FOUNTAIN AVE","Do Nothing","CROSS ST",0,617,20,617,"GLEN ST",41.83,94.04,0,215,"2012/09/19"
"39","39",7,"228","RE - Residential Dead End","BR","GILES PARK","(BR) Recon/Reclaim Local w/ramps","WALNUT ST",0,181,23,181,"DEAD END",52.28,17.59,69730.92,228,"2012/09/19"
"40","40",4,"236","RT - Residential Local","PM","GORDON ST","(PM) Pavement Patching","NORTH ST",0,1316,26.5,1316,"ALEWIFE BROOK PKWY",52.36,59.84,77304.06,236,"2014/11/18"
"41","41",4,"271","RT - Residential Local","PM","HEATH ST","(PM) Pavement Patching","TEMPLE ST",0,1889,30,1889,"MORELAND ST",52.38,59.76,125618.57,271,"2012/10/03"
"42","42",8,"276","RT - Residential Local","SI","HIGH ST","(SI) 2"" Mill & Overlay Local w/ramps","NORTH ST",0,740,26.5,740,"ALEWIFE BROOK PKWY",57.96,41.64,180455.67,276,"2014/11/18"
"43","43",8,"304","RT - Residential Local","DN","IRVING ST","Do Nothing","HOLLAND ST",0,1246,26.5,1246,"BROADWAY (E)",41.27,95.88,0,304,"2014/11/05"
"44","44",5,"309","RT - Residential Local","PM","JAQUES ST","(PM) Pavement Patching","FELLSWAY WEST",0,1258,26.5,1258,"TEMPLE ST",53.07,57.52,73896.99,309,"2012/09/20"
"45","45",9,"346","RE - Residential Dead End","DN","LINCOLN PKWY","Do Nothing","JOSEPH ST",0,428,26.5,428,"CUL-DE-SAC",27.05,99.6,0,346,"2012/09/14"
"46","46",9,"353","RT - Residential Local","SI","LINE ST","(SI) 2"" Mill & Overlay Local w/ramps","WASHINGTON ST",0,1632,22.5,1632,"CAMBRIDGE TOWNLINE",60.28,34.08,337905.6,353,"2012/09/25"
"47","47",6,"141","CO - Collector","PM","CROSS ST","(PM) Pavement Patching","BROADWAY (E)",0,2631,33.5,2631,"McGRATH HWY",65.17,55.71,195373.74,141,"2012/10/08"
"48","48",8,"149","RT - Residential Local","PM","CUTTER AVE","(PM) Pavement Patching","ELM ST",0,659,26,659,"HIGHLAND AVE",51.62,62.24,37980.41,149,"2014/10/27"
"49","49",8,"122","RT - Residential Local","DN","COLUMBUS AVE","Do Nothing","WASHINGTON ST",0,1480,26.5,1480,"WALNUT ST",40.18,99.4,0,122,"2012/09/12"
"50","50",9,"129","RE - Residential Dead End","DN","CONWELL ST","Do Nothing","HIGHLAND AVE",0,392,23,392,"DEAD END",27.07,99.53,0,129,"2012/06/15"
"51","51",5,"381","CO - Collector","SI","MEDFORD ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","CAMBRIDGE TOWNLINE",0,535,35,535,"SOUTH ST",71.78,39.22,204394.21,381,"2012/10/18"
"52","52",3,"381.41","CO - Collector","SI","MEDFORD ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","LEE ST",7384,8115,38,728,"CENTRAL ST",73.19,32.14,301968.15,381,"2012/10/18"
"53","53",2,"41.1","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","230' S OF WASHINGTON ST",1655,2551,42.5,896,"PROPERZI WAY (S)",76.42,36.64,415664.25,41,"2012/09/20"
"54","54",1,"414","RT - Residential Local","PM","MYRTLE ST","(PM) Pavement Patching","WASHINGTON ST",0,984,25.5,984,"PEARL ST",54.4,53.2,55620.6,414,"2012/10/05"
"55","55",7,"197","RT - Residential Local","SI","FAIRFAX ST","(SI) 2"" Mill & Overlay Local w/ramps","NORTH ST",0,1019,26,1019,"ALEWIFE BROOK PKWY",57.96,41.64,243803.86,197,"2014/11/18"
"56","56",9,"204","RT - Residential Local","SI","FENWICK ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (W)",0,697,26,697,"JAQUES ST",61.05,31.6,166763.04,204,"2012/10/03"
"57","57",3,"259","RT - Residential Local","SI","HARDAN RD","(SI) 2"" Mill & Overlay Local w/ramps","POWDER HOUSE BLVD",0,183,26,183,"SOUTHERLY",60.82,32.32,43784.45,259,"2014/11/19"
"58","58",9,"266","RT - Residential Local","SI","HARVARD ST","(SI) 2"" Mill & Overlay Local w/ramps","ATHERTON ST",0,760,26,760,"SUMMER ST",60.38,33.76,181836.28,266,"2012/09/25"
"59","59",2,"292","RE - Residential Dead End","PM","HORACE ST","(PM) Pavement Patching","SOUTH ST",0,520,20,520,"DEAD END",43.53,46.02,23053.42,292,"2012/09/24"
"60","60",8,"297","RT - Residential Local","PM","HUNTING ST","(PM) Pavement Patching","CAMBRIDGE TOWNLINE",0,147,20,147,"SOUTH ST",52.36,59.84,6517.07,297,"2012/09/12"
"61","61",1,"334","RE - Residential Dead End","BR","LAUREL TERR","(BR) Recon/Reclaim Local w/ramps","LAUREL ST",0,250,16,250,"DEAD END",52.79,15.94,66999.33,334,"2012/09/28"
"62","62",7,"339","RT - Residential Local","PM","LESLEY AVE","(PM) Pavement Patching","HIGHLAND AVE",0,389,26.5,389,"LEXINGTON AVE",51.05,64.1,22850.53,339,"2014/10/27"
"63","63",7,"172","RE - Residential Dead End","RM","DURHAM ST","(RM) Crack Seal","HANSON ST",0,476,26.5,476,"BEACON ST",35.23,73,2116.36,172,"2012/08/29"
"64","64",8,"177","RT - Residential Local","PM","EDGAR CT","(PM) Pavement Patching","EDGAR AVE",0,165,26,165,"CENTURY ST",52.5,59.36,9509.57,177,"2012/10/03"
"65","65",4,"11","RE - Residential Dead End","DN","ALBION TERR","Do Nothing","ALBION ST",0,110,15.5,110,"DEAD END",26.98,99.83,0,11,"2012/09/14"
"66","66",4,"115","RT - Residential Local","PM","CLARK ST","(PM) Pavement Patching","NEWTON ST",0,812,23.5,812,"JOSEPH ST",54.52,52.8,42298.39,115,"2012/09/14"
"67","67",6,"37","RT - Residential Local","PM","BARTON ST","(PM) Pavement Patching","BROADWAY (E)",0,432,26.5,432,"HAMILTON RD",51.51,62.6,25376.4,37,"2014/11/12"
"68","68",1,"376","RT - Residential Local","SI","MASON ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,755,26.5,755,"POWDER HOUSE BLVD",60.42,33.64,184113.83,376,"2014/11/12"
"69","69",8,"400.1","CO - Collector","SI","MORRISON AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","WILLOW AVE",1437,3158,26.5,1721,"COLLEGE AVE",70.11,39.64,497820.39,400,"2014/10/24"
"70","70",10,"408","CO - Collector","SI","MOUNT VERNON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","BROADWAY (E)",0,1089,26,1089,"PEARL ST",70.24,39.22,309063.04,408,"2012/10/05"
"71","71",5,"185","CO - Collector","RM","ELM ST","(RM) Crack Seal","SOMERVILLE AVE",0,3788,40,3788,"RUSSELL ST",58.34,77.88,25421.7,185,"2014/11/25"
"72","72",7,"190","RT - Residential Local","RM","ENDICOTT AVE","(RM) Crack Seal","BROADWAY (E)",0,931,26.5,931,"HOOKER AVE",44.21,86.32,4139.33,190,"2014/11/12"
"73","73",6,"225","RT - Residential Local","DN","GARRISON AVE","Do Nothing","BROADWAY (E)",0,920,26.5,920,"HOOKER AVE",43.46,88.76,0,225,"2014/11/12"
"74","74",4,"248","RT - Residential Local","SI","GROVE ST","(SI) 2"" Mill & Overlay Local w/ramps","ELM ST",0,1054,26.5,1054,"MORRISON AVE",57.94,41.68,257026.9,248,"2014/11/25"
"75","75",2,"254","RT - Residential Local","RM","HAMLET ST","(RM) Crack Seal","HIGHLAND AVE",0,663,20,663,"BOSTON ST",43.73,87.88,2224.73,254,"2012/09/12"
"76","76",10,"28","RE - Residential Dead End","DN","AUBURN AVE","Do Nothing","CROSS ST",0,497,19,497,"DEAD END",27.04,99.61,0,28,"2012/09/19"
"77","77",5,"287","CO - Collector","PM","HOLLAND ST","(PM) Pavement Patching","DOVER ST",0,2767,38,2767,"BROADWAY (E)",66.81,55.36,233073.66,287,"2014/11/25"
"78","78",10,"321","CO - Collector","SI","KIDDER AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","COLLEGE AVE",0,1422,26,1422,"WILLOW AVE",70.11,39.64,403569.92,321,"2014/11/18"
"79","79",5,"328","RT - Residential Local","BR","LAKE ST","(BR) Recon/Reclaim Local w/ramps","HAWKINS ST",0,842,26.5,842,"CHURCH ST",64.36,20.84,373742.42,328,"2012/09/14"
"80","80",7,"159","RT - Residential Local","DN","DELAWARE ST","Do Nothing","PEARL ST",0,402,26,402,"McGRATH HWY",40.18,99.4,0,159,"2012/09/19"
"81","81",1,"163","RT - Residential Local","SI","DICKSON ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY",0,329,26.5,329,"FAIRMOUNT AVE",57.06,44.56,80229.39,163,"2014/11/18"
"82","82",10,"1001.4","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","CHARLES E RYAN RD",8392,9057,68,665,"205' E OF MEDFORD ST",70.57,40.64,493600.99,1001,"2012/10/19"
"83","83",1,"102","RT - Residential Local","PM","CHAPEL ST","(PM) Pavement Patching","COLLEGE AVE",0,327,26.5,327,"CHANDLER ST",53.34,56.64,19208.46,102,"2014/11/18"
"84","84",8,"362.1","CO - Collector","SI","LOWELL ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","HUDSON ST",2355,4848,26.5,2493,"MEDFORD ST",70.11,39.64,721130.72,362,"2012/07/02"
"85","85",8,"390","RT - Residential Local","SI","MINER ST","(SI) 2"" Mill & Overlay Local w/ramps","AMES ST",0,286,26,286,"VERNON ST",57.74,42.34,68427.54,390,"2012/10/02"
"86","86",8,"397","RT - Residential Local","PM","MOORE ST","(PM) Pavement Patching","HOLLAND ST",0,748,26.5,748,"MEAD ST",54.35,53.36,43938.68,397,"2014/11/04"
"87","87",7,"214","RT - Residential Local","PM","FOSKET ST","(PM) Pavement Patching","WILLOW AVE",0,711,26,711,"LIBERTY AVE",55.95,48.16,40977.3,214,"2014/11/18"
"88","88",8,"220","CO - Collector","SI","FRANKLIN ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","BROADWAY ST (E)",0,1080,26.5,1080,"PEARL ST",70.24,39.22,312403.2,220,"2012/10/05"
"89","89",1,"234","RT - Residential Local","PM","GLENWOOD RD","(PM) Pavement Patching","VERNON ST",0,1631,27,1631,"BROADWAY (E)",52.65,58.88,97615.35,234,"2012/09/14"
"90","90",8,"241","RT - Residential Local","SI","GRANDVIEW AVE","(SI) 2"" Mill & Overlay Local w/ramps","WALNUT ST",0,585,26.5,585,"VINAL AVE",59.23,37.5,142657.45,241,"2012/08/30"
"91","91",2,"274","RT - Residential Local","DN","HERBERT ST","Do Nothing","CHESTER ST",0,378,26.5,378,"DAY ST",41.24,95.96,0,274,"2014/11/19"
"92","92",10,"277.03","CO - Collector","PM","HIGHLAND AVE","(PM) Pavement Patching","LOWELL ST",4791,6693,39.5,1902,"CHERRY ST",67.62,50.25,166536.02,277,"2012/11/05"
"93","93",9,"308","RT - Residential Local","PM","JAMES ST","(PM) Pavement Patching","PEARL ST",0,365,26.5,365,"RADCLIFFE RD",52.01,60.96,21440.66,308,"2012/09/28"
"94","94",3,"315","RT - Residential Local","SI","JOSEPHINE AVE","(SI) 2"" Mill & Overlay Local w/ramps","MORRISON AVE",0,793,29.5,793,"KIDDER AVE",57.96,41.64,215272.37,315,"2014/10/24"
"95","95",5,"352","RT - Residential Local","RM","LINDEN ST","(RM) Crack Seal","SOMERVILLE AVE",0,635,22,635,"CHARLESTOWN ST",44.92,84,2343.85,352,"2012/09/13"
"96","96",3,"359","RT - Residential Local","PM","LOVELL ST","(PM) Pavement Patching","BROADWAY (E)",0,436,26,436,"ELECTRIC AVE",50.64,65.42,25128.22,359,"2014/11/04"
"97","97",10,"147","CO - Collector","DN","CURTIS ST","Do Nothing","BROADWAY (E)",0,2364,26,2364,"MEDFORD TOWNLINE",54.75,89.56,0,147,"2014/11/04"
"98","98",6,"153","CO - Collector","SI","DANE ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","SOMERVILLE AVE",0,700,27,700,"120' S OF VILLAGE ST",72.82,30.85,206304,153,"2012/10/02"
"99","99",5,"1001.1","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","WESTMINSTER ST",2518,4233,48,1715,"WALLACE ST",69.27,44.86,898568.86,1001,"2014/11/26"
"100","100",7,"126","RT - Residential Local","PM","CONNECTICUT AVE","(PM) Pavement Patching","PENNSYLVANIA AVE",0,355,24.5,355,"RHODE ISLAND AVE",52.38,59.76,19279.48,126,"2012/09/20"
"101","101",8,"136","RT - Residential Local","RM","CRAIGIE ST","(RM) Crack Seal","ELM ST",0,1324,33.5,1324,"SUMMER ST",45.58,81.85,7441.61,136,"2012/08/30"
"102","102",6,"381.4","CO - Collector","SI","MEDFORD ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","SCHOOL ST",6583,7384,38,804,"LEE ST",73.19,32.14,333492.38,381,"2012/10/18"
"103","103",8,"383","RT - Residential Local","DN","MELVIN ST","Do Nothing","BROADWAY (E)",0,544,26.5,544,"BONAIR ST (W)",41.68,94.55,0,383,"2012/08/30"
"104","104",5,"411","RT - Residential Local","BR","MUSEUM ST","(BR) Recon/Reclaim Local w/ramps","CAMBRIDGE TOWNLINE",0,200,25,200,"BEACON ST",67.95,9.17,83750.67,411,"2012/06/25"
"105","105",7,"422","RT - Residential Local","PM","NEW HAMPSHIRE AVE","(PM) Pavement Patching","PENNSYLVANIA AVE",0,292,25,292,"VERMONT AVE",50.4,66.2,16181.64,422,"2012/09/20"
"106","106",5,"201","RT - Residential Local","DN","FARRAGUT AVE","Do Nothing","BROADWAY (E)",0,925,26.5,925,"HOOKER AVE",40.89,97.1,0,201,"2014/11/12"
"107","107",3,"21","RE - Residential Dead End","DN","ARLINGTON ST","Do Nothing","LINCOLN ST",0,493,25.5,493,"DEAD END",27.05,99.6,0,21,"2012/09/13"
"108","108",10,"227","RE - Residential Dead End","DN","GIBBENS ST","Do Nothing","CENTRAL ST",0,679,26.5,679,"DEAD END",27.06,99.54,0,227,"2012/06/26"
"109","109",1,"264","RT - Residential Local","SI","HARRISON ST","(SI) 2"" Mill & Overlay Local w/ramps","IVALOO ST",0,690,26.5,690,"KENT ST",58.09,41.22,168262.91,264,"2012/10/02"
"110","110",3,"27","RT - Residential Local","PM","ATHERTON ST","(PM) Pavement Patching","CENTRAL ST",0,805,26,805,"SPRING ST",54.42,53.12,46394.92,27,"2012/09/28"
"111","111",7,"296","RT - Residential Local","SI","HUDSON ST","(SI) 2"" Mill & Overlay Local w/ramps","CENTRAL ST",0,2795,26.5,2795,"CEDAR ST",61.48,30.19,681585.41,296,"2012/09/14"
"112","112",8,"300","RT - Residential Local","SI","INDIANA AVE","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (W)",0,436,24.5,436,"PENNSYLVANIA AVE",59.68,36.05,98298.23,300,"2012/09/20"
"113","113",1,"338","RT - Residential Local","RM","LEONARD ST","(RM) Crack Seal","BROADWAY (E)",0,525,26,525,"POWDER HOUSE BLVD",44.04,86.88,2290.17,338,"2014/11/12"
"114","114",3,"345","RT - Residential Local","SI","LINCOLN AVE","(SI) 2"" Mill & Overlay Local w/ramps","MT VERNON ST",0,519,19.5,519,"LINCOLN ST",58.54,39.75,93131.09,345,"2012/10/05"
"115","115",4,"140","RT - Residential Local","SI","CROCKER ST","(SI) 2"" Mill & Overlay Local w/ramps","HIGHLAND AVE",0,575,26.5,575,"CROWN ST",58.24,40.72,140219.23,140,"2012/06/25"
"116","116",8,"176","RT - Residential Local","RM","EDGAR AVE","(RM) Crack Seal","MAIN ST",0,905,33,905,"MEACHAM ST",48.38,72.76,5010.68,176,"2012/10/03"
"117","117",3,"180","RT - Residential Local","PM","ELECTRIC AVE","(PM) Pavement Patching","MASON ST",0,1413,26.5,1413,"CURTIS ST",50.81,64.88,83001.97,180,"2014/11/12"
"118","118",7,"114","RT - Residential Local","SI","CLARENDON AVE","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,1250,26.5,1250,"CAMBRIDGE TOWNLINE",57.96,41.64,304823.98,114,"2014/11/25"
"119","119",5,"121","RT - Residential Local","BR","COLUMBIA ST","(BR) Recon/Reclaim Local w/ramps","CAMBRIDGE TOWNLINE",0,848,27,848,"WEBSTER AVE",65.94,15.71,383508,121,"2012/09/12"
"120","120",5,"375","RT - Residential Local","RM","MARSHALL ST","(RM) Crack Seal","BROADWAY (E)",0,1697,24,1697,"PEARL ST",44.7,84.72,6833.25,375,"2012/09/24"
"121","121",2,"380.1","RT - Residential Local","SI","MEAD ST","(SI) 2"" Mill & Overlay Local w/ramps","95' BEYOND CAMERON AVE",95,446,26,351,"MOORE ST",57.96,41.64,83979.48,380,"2014/11/04"
"122","122",6,"406","RT - Residential Local","SI","MOUNT PLEASANT ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,716,23,716,"DEAD END",58.04,41.38,151542.38,406,"2012/09/13"
"123","123",7,"41.05","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","BUCKINGHAM ST",856,1655,44.5,799,"230' S OF WASHINGTON ST",76.42,36.64,388107.93,41,"2012/11/05"
"124","124",3,"19","RT - Residential Local","SI","AMES ST","(SI) 2"" Mill & Overlay Local w/ramps","ROBINSON ST",0,560,26,560,"BARTLETT ST",57.58,42.88,133984.54,19,"2012/10/02"
"125","125",8,"195","RT - Residential Local","SI","EVERGREEN AVE","(SI) 2"" Mill & Overlay Local w/ramps","MARSHALL ST",0,1358,26,1358,"SYCAMORE ST",57.43,43.36,324911.97,195,"2012/09/28"
"126","126",3,"253","RT - Residential Local","DN","HAMILTON RD","Do Nothing","NORTH ST",0,601,26,601,"RUSSELL RD",42.2,92.84,0,253,"2014/11/18"
"127","127",1,"258","RT - Residential Local","PM","HANSON ST","(PM) Pavement Patching","PROPERZI WAY",0,851,23,851,"WASHINGTON ST",52.21,60.32,43386.86,258,"2012/09/25"
"128","128",6,"100","RT - Residential Local","PM","CENTURY ST","(PM) Pavement Patching","MEACHAM ST",0,430,26.5,430,"DEAD END",51.6,62.3,25258.89,100,"2012/10/03"
"129","129",9,"285","RT - Residential Local","RM","HINCKLEY ST","(RM) Crack Seal","BROADWAY (E)",0,1117,20,1117,"DEAD END",46.18,79.9,3748.15,285,"2012/10/18"
"130","130",7,"291","RT - Residential Local","RM","HOOKER AVE","(RM) Crack Seal","VICTORIA ST",0,730,26,730,"DEAD END",49.72,68.42,3184.42,291,"2014/11/12"
"131","131",10,"327","RE - Residential Dead End","RM","KNOWLTON ST","(RM) Crack Seal","TUFTS ST",0,461,26.5,461,"NORTHEASTERLY",34.18,76.4,2049.66,327,"2012/09/19"
"132","132",4,"333","RT - Residential Local","SI","LAUREL ST","(SI) 2"" Mill & Overlay Local w/ramps","SOMERVILLE AVE",0,1040,26.5,1040,"SUMMER ST",58.66,39.35,253613.06,333,"2012/09/25"
"133","133",7,"162","RT - Residential Local","SI","DICKINSON ST","(SI) 2"" Mill & Overlay Local w/ramps","SPRINGFIELD ST",0,795,26.5,795,"CAMBRIDGE TOWNLINE",60.14,34.56,193867.54,162,"2012/09/25"
"134","134",6,"17","RT - Residential Local","RM","ALPINE ST","(RM) Crack Seal","CEDAR ST",0,1406,23,1406,"LOWELL ST",46.08,80.25,5425.6,17,"2012/09/14"
"135","135",5,"101","RT - Residential Local","SI","CHANDLER ST","(SI) 2"" Mill & Overlay Local w/ramps","PARK AVE",0,1294,26.5,1294,"BROADWAY (E)",57.74,42.34,315553.31,101,"2014/11/12"
"136","136",8,"109","RT - Residential Local","DN","CHESTER ST","Do Nothing","CAMBRIDGE TOWNLINE",0,913,26,913,"ELM ST",40.01,99.97,0,109,"2014/11/19"
"137","137",6,"362","CO - Collector","SI","LOWELL ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","SOMERVILLE AVE",0,2355,24,2355,"HUDSON ST",70.11,39.64,616947.2,362,"2012/07/02"
